SURID	NEWS	BEAUTY	MUSIC	FITNESS	RELIGION	SCIENCE	LITERARY	SPORTS	EARLY	MORNING	DAYTIME	PRIME	EVENING	LATE	COMEDY	SOAPS	GENERAL	LEGAL	MEDICAL	MOVIES	VARIETY	NEWSSHOW	KIDS	INFO	ACTION	GAME	MVIDEO	MYSTERY	SPORT	TALK	WEIGHT	THIGHS	BUTTOCKS	HIPS	STOMACH	LEGS	WAIST	TONE	EARS	LIPS	WRISTS	HANDS	FOREHEAD	NECK	CHIN	FEET	BUST	MACS1	MACS2	MACS3	MACS4	MACS5	MACS6	MACS7	MACS8	MACS9	MACS10	MACS11	MACS12	MACS13	MACS14	MACS15	MACS16	MACS17	MACS18	MACS19	MACS20	MACS21	MACS22	MACS23	MACS24	MACS25	MACS26	MACS27	MACS28	MACS29	MACS30	MACS31	MACS32	MACS33	DIET1	DIET2	DIET3	DIET4	DIET5	DIET6	DIET7	DIET8	DIET9	DIET10	DIET11	DIET12	DIET13	DIET14	DIET15	DIET16	DIET17	DIET18	ASSESS	AGE	CLASS	ANXIETY	GOODDIET	TOTMAC	APPROVE	CONTROL	RIGID	TOTTV
357	0	5	4	5	0	1	3	2	0	0	0	1	2	1	2	0	1	0	0	2	1	1	0	0	1	0	2	0	2	1	1	3	2	2	2	1	2	3	0	1	0	0	0	0	0	2	2	2	5	2	5	1	4	2	4	1	4	4	5	1	2	5	4	2	1	4	2	4	1	4	1	1	2	4	1	2	3	2	4	2	1	3	2	0	3	3	3	0	0	2	3	2	1	0	2	2	2	2	2	3	3	21	19	91	15	25	51	4
358	5	6	6	5	4	2	2	4	0	0	1	1	0	0	2	1	2	1	1	2	0	4	0	0	0	1	1	0	0	1	2	3	3	2	2	3	3	2	1	1	1	1	1	1	2	2	2	4	4	2	4	3	3	1	1	3	4	4	5	3	3	5	1	3	2	3	2	3	2	2	3	2	3	4	2	3	2	3	5	3	2	4	3	0	4	3	3	0	4	4	4	0	1	0	2	3	3	4	2	2	2	32	30	97	19	24	54	2
359	5	6	4	5	2	1	3	5	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	3	3	2	3	3	2	3	3	0	0	1	1	0	0	0	2	2	2	4	1	4	2	2	1	1	1	4	2	5	1	1	2	1	1	2	4	1	4	1	2	1	1	2	1	1	1	1	1	4	1	3	3	2	0	2	2	3	0	2	1	4	2	2	0	2	1	1	3	5	3	3	28	24	63	8	21	34	3
360	2	4	3	0	0	0	0	1	0	0	1	2	3	2	6	0	2	1	1	2	2	1	0	1	0	1	1	2	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	NA	1	5	1	1	1	1	2	1	2	1	2	5	5	1	4	4	1	3	3	1	0	2	2	1	0	3	3	1	2	0	0	3	2	0	4	1	2	2	7	21	54	16	6	32	8
361	1	3	0	6	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	1	NA	0	0	NA	0	1	1	1	0	4	4	4	4	4	4	4	2	0	0	0	0	0	0	0	0	0	5	5	1	1	3	5	2	5	5	5	1	3	4	5	2	1	5	1	5	1	4	1	5	4	3	5	5	1	2	5	1	5	5	0	0	0	2	1	3	0	2	0	0	4	4	4	2	4	4	4	0	NA	3	3	30	9	111	13	20	78	1
362	0	1	4	3	5	5	2	5	0	0	1	2	3	2	1	0	0	0	0	3	0	2	3	2	1	0	2	1	0	0	2	1	1	1	3	1	1	3	0	0	0	1	0	0	0	1	0	3	2	3	4	1	1	2	1	4	3	1	1	2	3	1	2	3	2	2	2	4	2	2	2	2	3	2	2	2	4	1	4	4	2	2	1	0	1	0	3	0	2	0	2	2	1	0	2	3	0	3	4	4	4	15	18	77	13	16	48	8
363	5	4	5	5	6	2	2	5	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	2	3	3	3	3	3	3	3	3	3	0	2	0	0	0	0	2	3	4	1	4	4	3	1	2	3	4	2	4	2	3	2	2	1	4	3	3	4	3	5	4	5	3	3	1	3	3	4	3	3	1	1	2	0	2	3	3	0	2	0	3	4	4	1	2	4	4	4	4	4	4	33	20	99	19	21	59	1
364	6	6	6	6	0	1	1	6	0	0	0	2	3	2	1	0	0	0	0	NA	2	2	0	0	1	1	7	5	7	4	4	4	4	4	4	4	4	4	2	2	2	2	3	0	0	1	2	1	4	3	4	5	5	5	5	5	1	4	5	5	4	2	5	5	5	4	5	5	3	5	4	1	5	5	5	1	4	5	5	1	0	1	0	0	0	2	4	3	2	2	0	4	3	0	2	0	3	0	2	4	3	46	9	131	26	22	83	7
365	6	5	5	5	3	4	4	4	0	0	0	1	2	0	4	0	0	4	0	0	4	4	0	4	0	0	4	4	1	0	4	4	1	2	4	2	4	4	0	0	0	0	0	0	0	0	4	4	5	4	4	2	4	2	1	4	2	5	5	21	1	5	1	2	2	2	1	4	1	2	2	1	4	5	2	2	2	2	5	2	4	2	4	0	4	2	4	2	4	2	3	2	2	0	2	2	3	4	2	3	3	29	31	111	20	24	67	3
366	2	4	5	2	1	1	1	2	1	1	2	3	2	1	1	0	2	0	0	1	0	1	0	1	1	0	2	0	0	1	2	2	1	2	3	2	3	2	0	1	1	1	1	1	1	2	3	3	2	3	2	1	1	4	3	4	4	4	4	2	1	4	2	1	2	3	1	2	2	3	4	2	3	2	2	3	1	2	4	3	1	2	1	0	1	2	2	0	3	4	4	2	1	0	2	0	0	1	4	3	3	28	17	84	17	19	48	10
367	5	4	4	6	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	4	4	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	5	4	5	5	4	5	5	3	5	5	5	4	3	5	2	1	4	3	2	5	3	5	2	3	5	4	5	4	5	3	5	5	1	0	0	0	4	4	2	4	0	4	4	4	3	1	4	2	4	0	5	3	3	16	15	134	27	30	77	2
368	5	6	6	6	0	0	5	6	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	2	2	1	0	3	3	3	3	3	4	3	2	1	1	1	1	1	1	2	1	3	3	1	3	3	3	2	3	4	3	4	2	3	3	5	2	4	1	3	3	3	4	4	2	3	2	2	3	3	3	4	1	4	3	1	2	1	0	2	3	2	0	1	0	4	2	2	0	3	2	3	1	4	3	3	36	17	96	18	18	60	4
369	2	5	5	2	0	1	1	1	0	0	0	0	1	0	1	0	2	0	1	1	1	0	0	0	0	0	2	0	0	1	4	3	2	2	4	3	3	2	1	1	0	1	1	1	2	3	4	5	5	3	4	5	2	5	5	3	5	3	5	2	4	2	5	4	1	5	3	5	2	2	4	1	5	3	1	3	5	2	5	5	0	0	2	4	3	4	2	3	1	1	4	4	3	2	4	3	4	1	5	2	2	37	17	119	15	26	78	1
370	3	2	2	4	3	2	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	4	4	4	4	2	4	2	2	0	2	0	2	0	0	0	2	1	4	4	3	5	2	5	4	4	4	4	5	5	5	4	1	4	3	5	3	3	5	3	5	4	3	3	5	2	3	4	4	4	5	1	2	3	2	3	4	3	3	1	2	1	2	1	0	4	2	4	2	4	3	3	33	20	127	25	23	79	2
371	1	6	5	6	1	5	2	5	0	0	0	1	2	0	2	0	0	2	1	1	1	0	0	1	0	1	1	1	0	1	1	2	2	2	0	1	0	1	0	0	0	1	2	0	0	1	3	1	5	3	3	2	1	3	2	4	5	4	5	2	4	5	1	1	2	4	1	4	2	1	3	2	5	4	2	2	2	3	2	2	3	2	3	0	1	0	3	0	3	0	4	2	1	0	1	2	0	4	1	3	2	16	24	92	20	27	45	3
372	6	5	4	5	3	3	3	5	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	4	4	3	0	3	0	4	0	4	0	3	0	0	0	3	0	0	4	2	5	4	6	32	36	9	6	21	2
373	4	5	5	5	0	3	3	4	0	0	1	2	1	1	2	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	2	3	2	2	2	3	2	2	2	1	2	2	3	0	1	1	1	1	2	4	4	1	2	2	2	2	4	1	4	2	1	2	1	1	2	2	2	4	2	2	1	4	4	5	2	2	1	2	1	1	1	2	0	0	3	3	2	0	3	0	3	1	0	0	4	0	2	2	2	3	3	31	20	73	20	22	31	5
374	2	5	3	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	2	1	1	1	3	0	1	1	0	0	0	0	0	0	0	0	2	1	1	4	1	1	4	2	2	2	4	5	5	2	1	1	2	1	2	1	4	3	2	1	2	2	1	4	2	4	1	2	4	1	2	1	0	0	1	2	2	1	3	4	3	4	2	0	1	0	2	4	2	3	3	12	17	75	21	15	39	4
375	5	6	5	3	4	2	4	2	0	0	0	0	2	0	0	0	0	0	0	2	1	NA	0	3	0	0	1	0	0	0	3	1	1	1	4	2	4	2	0	0	0	1	0	1	2	1	1	1	5	2	5	2	1	1	2	4	5	3	3	1	1	3	1	1	1	1	1	4	1	3	1	3	3	2	2	1	1	1	4	1	4	2	3	0	2	2	3	0	4	2	3	3	2	0	3	1	1	4	5	4	4	24	28	71	14	23	34	2
376	5	6	6	6	32	4	4	6	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	5	1	1	2	1	1	5	1	1	1	4	1	2	1	1	4	2	2	2	2	2	1	4	1	1	1	2	1	1	1	2	3	4	0	4	2	4	0	4	0	2	2	0	0	4	0	0	2	2	3	3	0	29	58	8	18	32	2
377	5	5	4	3	1	1	2	5	0	0	1	1	1	1	1	0	1	1	0	2	1	1	0	0	0	1	1	0	3	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	3	1	1	1	1	1	1	1	2	5	1	1	2	1	1	3	3	2	1	2	3	2	2	2	1	2	3	2	4	3	2	0	2	1	3	0	4	0	2	1	0	0	2	0	0	3	2	3	3	4	25	56	13	14	29	4
378	4	6	6	5	1	1	2	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	2	1	3	3	3	2	0	0	0	0	0	1	2	0	1	1	4	1	5	5	4	4	4	1	5	2	5	1	2	4	4	1	2	5	4	5	1	4	4	1	4	2	1	4	3	1	5	5	1	1	1	0	2	4	1	0	2	3	3	4	2	2	2	0	3	1	4	3	3	25	14	104	9	28	67	1
379	3	4	4	5	0	4	3	5	0	1	2	1	2	1	2	0	1	1	0	2	2	1	1	1	1	0	2	1	0	1	2	2	1	NA	3	2	1	2	1	0	0	0	2	1	1	1	2	4	2	1	4	1	3	2	2	3	4	2	4	2	1	2	4	3	4	5	2	4	1	3	5	2	3	4	5	2	2	3	5	4	2	1	2	0	3	1	2	0	1	1	3	2	1	0	2	0	1	3	4	4	4	21	19	98	18	21	59	7
380	1	5	5	5	1	0	0	5	0	0	1	1	2	0	2	0	1	1	0	2	0	0	0	0	0	0	1	0	0	1	2	2	2	2	3	2	3	3	0	0	0	0	0	0	0	0	2	4	5	3	2	2	2	1	2	1	4	2	5	1	3	4	2	2	1	2	1	4	3	4	4	1	5	2	1	1	4	2	4	1	2	3	4	0	3	1	2	0	1	0	4	1	0	0	4	3	4	4	1	3	3	21	27	85	14	24	47	4
381	4	6	6	5	5	3	3	4	0	0	0	3	2	0	4	0	1	0	0	1	1	2	0	0	1	1	2	0	1	2	1	2	1	1	2	NA	1	0	0	0	0	1	0	0	0	0	0	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	1	1	1	1	4	3	2	0	0	1	4	0	3	0	4	2	0	0	2	2	2	3	2	3	2	9	25	40	8	10	22	5
382	0	4	3	0	0	0	0	1	0	1	0	0	1	0	1	0	1	NA	0	2	1	1	1	0	1	1	2	0	1	1	0	0	1	0	0	2	0	3	0	0	3	1	0	0	0	0	3	1	1	1	1	1	2	1	1	1	1	1	1	11	1	1	1	4	2	1	1	1	1	4	2	5	1	2	2	2	1	1	1	1	4	4	2	0	3	0	4	0	4	2	0	1	1	0	0	3	0	4	1	3	2	13	25	59	13	6	40	2
383	6	6	5	4	1	3	6	6	1	0	1	2	2	2	1	0	1	0	1	2	1	0	0	0	1	1	2	0	3	0	2	2	1	1	3	3	3	3	0	0	0	0	0	0	0	0	0	1	5	1	2	1	3	1	2	4	4	4	4	3	1	4	1	2	1	3	2	3	3	4	2	1	3	4	1	2	1	1	5	2	0	0	3	1	3	1	0	0	0	0	0	3	2	0	0	0	2	1	3	3	2	18	7	81	15	20	46	8
384	4	6	4	4	5	3	3	2	0	0	1	1	0	2	3	0	2	1	0	2	0	1	2	2	0	0	1	0	0	1	2	4	4	3	3	2	2	4	0	0	0	0	0	0	0	0	2	4	5	4	5	4	4	3	3	5	4	4	4	3	3	3	2	2	2	4	3	5	3	5	3	1	4	3	4	4	3	2	5	3	4	0	1	1	3	3	1	0	2	3	4	4	3	2	4	2	2	2	3	4	4	26	21	116	21	25	70	4
385	1	4	4	4	0	0	0	4	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	1	0	1	1	3	1	1	2	0	2	2	0	0	0	0	0	0	0	2	0	2	2	3	1	3	2	4	4	3	4	3	3	4	3	2	4	3	3	3	4	2	4	2	4	3	1	4	4	2	4	3	4	4	4	2	1	0	2	3	3	1	2	1	4	4	4	1	0	2	3	3	1	3	3	3	15	15	103	17	22	64	3
386	1	5	3	2	1	0	0	2	1	0	1	1	3	1	3	0	1	0	0	2	4	0	0	3	0	1	4	0	0	4	1	1	2	2	3	2	2	1	0	0	0	0	0	0	0	0	0	2	4	3	5	1	2	2	2	1	2	2	4	2	5	3	1	1	1	2	1	5	1	1	1	3	2	1	1	1	3	2	2	2	3	4	2	0	3	1	4	0	4	0	0	1	0	0	2	1	1	2	3	3	3	14	24	71	13	21	37	7
387	0	5	3	1	0	2	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	3	21	0	2	3	0	3	1	0	0	0	1	0	0	0	0	3	2	5	1	3	1	1	2	2	1	3	2	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1	1	2	1	1	0	0	0	0	0	1	0	4	0	2	4	0	0	1	0	0	1	2	5	4	37	10	50	8	12	30	2
388	5	4	3	2	4	4	2	1	0	1	1	2	2	0	1	0	0	2	2	1	2	0	0	0	2	1	0	1	0	1	4	3	3	3	3	3	3	3	0	0	0	1	1	1	2	1	3	4	4	3	5	3	4	3	3	4	4	3	4	2	3	4	3	3	2	2	2	3	2	4	4	2	2	4	3	4	2	3	4	4	3	3	2	0	2	1	4	0	4	0	2	2	1	0	2	0	0	3	5	4	4	34	25	106	20	22	64	6
389	2	5	4	1	4	0	0	3	0	0	1	0	2	2	1	2	2	0	0	2	3	1	0	0	1	1	3	0	0	2	2	1	2	1	2	1	3	2	0	2	1	1	2	0	0	0	2	1	2	1	2	1	3	2	1	1	3	1	2	1	1	2	1	1	1	1	1	1	1	1	4	3	2	2	1	3	3	2	4	1	3	2	1	0	2	1	3	0	4	0	0	2	2	0	0	1	1	4	2	3	3	22	19	57	11	12	34	5
390	4	5	3	5	4	1	1	3	0	0	1	1	0	0	1	0	0	0	0	2	0	1	0	0	0	1	2	0	0	1	3	3	3	3	1	3	1	2	0	0	0	0	0	0	0	0	3	3	3	4	4	4	2	1	1	3	5	2	4	4	4	4	1	2	4	1	1	5	1	2	1	1	1	1	1	2	4	1	4	2	4	4	3	0	4	4	4	0	3	0	4	0	0	0	4	4	4	4	3	3	3	22	34	83	11	23	49	2
391	3	5	5	1	1	0	0	2	0	1	1	2	2	1	2	1	0	1	2	1	1	2	0	0	2	1	0	0	1	1	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	1	3	1	5	2	3	1	1	1	2	1	1	2	3	2	0	3	0	3	0	3	0	4	2	0	0	2	0	0	4	NA	3	3	7	26	49	14	7	28	7
392	6	5	3	5	4	3	3	3	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	2	2	3	1	1	2	2	2	0	1	0	1	0	0	0	2	3	2	4	4	5	4	2	2	1	1	4	2	4	1	2	4	1	1	2	2	2	1	1	2	1	2	1	1	2	2	1	1	4	2	4	1	2	0	3	0	4	0	2	0	2	4	1	0	1	0	0	3	3	3	3	22	22	71	13	19	39	2
393	1	6	4	3	0	0	1	1	0	0	2	2	2	2	4	2	1	0	0	4	2	1	1	0	0	NA	3	NA	0	1	3	2	1	1	3	1	2	2	0	0	0	1	0	0	0	2	3	2	2	1	3	2	2	1	1	3	4	1	4	2	2	3	2	3	4	3	2	2	1	2	1	5	2	2	2	2	3	1	3	2	2	2	1	0	2	2	3	2	2	0	1	2	1	0	2	2	2	2	6	3	3	21	17	75	13	18	44	8
394	5	5	2	2	1	1	1	2	0	0	1	1	1	0	3	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	3	2	4	3	2	1	1	2	0	0	0	0	2	0	0	1	1	4	5	2	5	1	2	2	4	4	4	4	4	1	4	2	2	1	2	2	2	3	2	2	1	2	2	2	2	1	2	2	4	2	4	3	1	0	1	2	3	0	4	1	2	2	0	0	2	0	0	2	NA	3	3	22	22	84	16	20	48	3
395	4	4	5	3	3	2	3	3	0	0	0	1	1	2	1	2	2	0	0	0	1	2	0	0	0	0	2	0	0	1	4	4	4	4	4	4	4	4	2	2	2	2	1	2	2	1	4	4	1	1	5	1	2	5	2	2	4	2	5	5	2	2	1	4	1	2	1	2	1	2	4	2	2	2	2	1	1	1	4	2	2	0	3	3	2	3	1	3	2	3	1	3	2	0	4	1	2	3	5	4	4	50	18	78	11	20	47	4
396	4	5	5	0	0	0	1	4	0	0	0	1	1	0	3	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	2	1	1	1	2	3	1	0	2	0	3	0	3	2	2	0	0	0	2	0	0	2	1	3	3	3	20	40	9	8	23	2
397	2	4	2	2	1	0	1	1	0	2	1	2	2	1	3	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	3	2	1	1	4	1	4	2	1	1	0	1	0	2	0	0	4	2	3	1	3	1	4	1	1	2	1	2	4	2	2	2	2	1	4	2	1	1	1	1	3	1	4	3	2	2	3	2	3	2	2	1	3	0	1	1	2	0	4	4	3	1	0	0	2	0	0	4	2	2	2	27	22	69	12	15	42	8
398	2	4	0	0	0	2	0	0	0	0	1	1	1	2	1	1	0	1	1	1	0	1	0	0	0	1	2	0	1	2	3	3	3	2	3	2	3	3	2	0	0	0	3	1	1	1	0	1	4	1	3	2	3	3	2	3	2	2	4	1	1	4	3	1	2	4	1	3	1	1	3	1	2	3	1	4	1	2	3	1	1	0	0	0	2	1	2	0	1	1	2	3	2	1	2	0	0	3	3	4	4	30	13	73	11	18	44	5
399	6	6	5	4	0	0	0	4	0	0	0	1	2	0	2	0	1	1	0	0	1	2	0	0	0	1	2	0	1	1	4	3	3	3	4	2	4	2	0	0	0	0	2	1	1	0	0	2	5	3	5	1	2	2	2	2	5	1	5	1	2	4	2	1	2	4	2	5	2	2	2	1	2	4	2	2	1	4	4	2	3	2	1	0	3	2	4	0	4	1	2	3	1	0	1	0	1	2	4	3	3	29	22	86	17	26	43	3
400	5	6	6	4	0	0	2	0	0	0	1	2	3	3	0	1	1	1	1	2	1	0	0	0	2	0	2	2	0	1	1	1	0	1	2	0	2	1	0	0	0	0	0	0	0	0	0	2	1	3	3	1	1	4	1	1	3	3	3	4	2	1	1	1	2	3	3	3	3	1	1	1	2	1	1	1	1	3	1	1	1	4	4	0	4	2	2	0	3	2	0	2	1	0	2	1	0	4	4	4	4	8	24	63	15	15	33	9
401	1	6	6	3	2	2	2	2	0	1	3	2	2	1	3	2	2	0	0	1	1	0	0	1	0	1	4	0	1	2	2	2	1	2	4	2	2	2	0	1	0	4	3	0	1	1	4	3	5	2	3	2	5	3	4	2	5	3	5	3	3	5	4	2	3	3	3	3	3	2	4	1	5	3	4	4	3	2	4	3	1	1	0	1	1	1	2	0	1	2	4	3	2	0	2	0	1	1	3	4	4	31	13	109	18	26	65	9
402	5	5	4	4	1	2	3	5	1	0	1	1	1	1	2	1	0	1	1	2	2	1	1	1	0	1	2	0	1	2	4	4	4	4	4	4	4	3	0	0	0	0	0	0	1	0	1	2	3	2	2	5	5	4	4	5	2	5	4	4	2	5	4	4	4	2	2	4	4	4	4	2	4	5	4	2	2	4	4	4	0	1	1	0	1	1	2	4	1	1	4	4	3	1	4	1	1	1	6	4	4	33	15	117	26	21	70	5
403	2	5	2	2	0	0	0	4	0	0	0	1	2	3	2	0	3	0	41	5	0	0	0	0	0	0	2	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	2	2	1	1	1	2	1	2	1	2	4	1	2	1	1	1	1	1	1	4	1	2	1	1	1	1	1	3	1	2	4	1	4	4	4	0	4	0	3	0	4	0	2	0	0	0	2	0	0	4	2	4	3	6	31	52	10	12	30	6
404	5	4	6	4	0	4	5	0	0	0	0	1	1	1	2	0	1	1	0	3	0	2	0	1	0	0	1	0	0	0	2	2	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	4	1	1	1	2	1	4	2	1	5	1	4	1	2	2	1	1	1	4	1	4	1	2	1	3	5	1	1	1	1	1	4	2	3	3	4	0	2	1	1	0	0	0	2	0	0	0	3	1	0	1	5	3	3	10	19	67	9	21	37	3
405	2	4	2	2	4	1	1	2	0	0	1	2	1	1	3	1	0	0	1	2	1	1	0	0	0	1	1	0	1	2	1	2	1	1	1	1	0	1	0	0	0	0	1	0	0	1	2	1	1	1	4	1	4	1	2	1	4	2	4	1	4	4	2	1	1	3	2	4	1	4	1	2	4	2	1	2	2	2	2	4	4	4	3	0	4	2	3	0	4	1	4	1	0	0	4	2	1	4	2	3	3	12	34	75	11	24	40	5
406	2	4	2	2	5	2	1	1	0	0	1	1	1	1	3	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	2	2	2	2	0	2	2	0	0	0	0	0	0	0	0	2	1	1	1	3	3	2	2	2	1	5	1	4	1	2	5	3	1	1	2	1	4	1	4	1	1	1	1	1	2	1	1	1	1	4	4	3	0	4	2	4	0	4	1	2	0	0	0	4	0	0	4	4	3	3	15	33	62	7	22	33	4
407	1	1	1	1	3	0	0	0	0	1	2	1	2	1	1	0	14	0	2	1	0	1	0	0	1	0	0	0	0	0	3	3	3	4	3	3	3	2	0	0	0	0	0	0	0	0	2	1	4	1	4	1	2	4	2	4	4	4	5	1	1	4	2	1	2	1	2	2	1	2	2	1	1	2	2	2	1	2	1	1	2	1	0	0	2	0	4	0	2	0	4	4	1	0	2	0	0	1	6	3	3	26	18	70	13	20	37	7
408	4	5	4	5	3	4	2	3	0	1	1	1	2	0	2	1	2	2	0	0	0	1	0	0	0	1	0	0	0	1	2	2	2	1	2	1	1	2	0	0	0	1	0	0	0	1	2	2	3	3	4	2	3	3	2	3	2	1	3	1	3	3	3	2	2	1	1	2	1	3	2	2	3	3	2	1	3	2	2	2	1	3	2	0	2	2	2	1	3	0	4	2	2	0	2	3	2	3	2	4	4	17	22	75	14	17	44	5
409	2	6	5	3	3	1	1	3	0	0	0	1	2	0	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	4	4	4	4	4	3	4	0	0	0	0	0	0	0	0	2	0	5	5	3	5	5	5	4	5	4	5	3	4	4	5	3	4	5	2	5	3	5	3	2	4	4	4	3	1	2	5	2	4	5	2	4	3	2	4	3	4	0	3	2	2	1	0	0	3	2	1	3	4	3	3	29	28	128	19	26	83	3
410	2	5	4	1	0	1	1	2	0	0	1	1	2	1	3	1	1	0	1	1	1	2	1	1	1	1	1	1	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	4	5	1	1	2	1	1	1	1	2	1	2	1	2	1	5	1	1	1	1	3	4	2	0	3	2	2	0	3	1	2	1	0	0	2	1	1	3	2	3	3	8	24	49	9	11	29	5
411	1	5	4	4	2	0	0	2	0	1	1	2	2	0	2	1	2	0	1	2	3	4	1	0	1	0	3	1	1	2	0	1	2	3	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	1	1	1	1	1	1	1	1	1	1	1	5	5	1	3	4	1	1	3	1	2	0	3	1	4	0	4	4	4	3	0	0	2	0	4	4	NA	3	3	10	27	53	18	10	25	6
412	2	6	3	2	1	1	1	2	0	1	1	2	3	1	5	1	2	2	2	2	2	3	1	1	0	0	2	1	1	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	4	1	1	1	3	1	1	1	1	2	1	1	4	1	1	1	1	5	1	1	2	2	1	5	1	1	3	1	1	2	2	0	2	1	3	0	2	0	2	3	1	0	3	1	1	4	2	3	3	7	21	54	8	10	36	8
413	3	1	2	0	0	1	2	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	3	3	2	1	4	4	4	3	0	0	0	0	0	0	0	0	2	4	1	1	4	4	4	3	4	1	4	5	4	3	2	3	4	1	4	3	4	4	3	5	1	3	4	2	1	4	4	2	1	4	3	4	1	0	1	1	2	0	0	0	4	0	0	0	4	2	2	3	3	4	3	26	22	101	17	23	61	2
414	6	4	4	1	1	5	3	6	0	0	1	1	2	1	2	0	1	0	0	1	1	3	0	2	1	1	2	1	2	1	2	3	3	3	4	2	2	2	0	0	2	0	0	0	0	1	2	2	5	1	4	4	4	3	3	4	3	3	4	4	2	4	1	NA	2	3	1	4	1	2	4	1	4	4	1	2	3	1	1	2	2	0	3	0	2	1	3	0	4	2	4	4	1	0	3	1	2	3	4	3	3	26	24	87	12	23	52	5
415	6	5	3	2	0	5	3	6	0	0	1	1	1	0	2	0	1	0	1	0	1	2	0	1	0	0	1	0	0	1	4	1	1	0	1	1	1	2	0	0	1	0	0	0	0	0	2	1	2	1	1	1	1	1	1	4	1	1	3	1	1	1	1	NA	1	1	1	2	1	3	1	5	1	5	1	3	1	4	1	1	4	2	3	0	4	2	3	0	3	2	2	3	0	0	4	0	0	3	6	3	3	14	28	54	18	9	27	3
416	1	6	4	4	0	0	0	1	0	0	1	1	1	2	3	0	1	0	1	1	0	1	0	1	0	1	1	0	1	1	3	2	2	1	3	3	2	3	4	0	0	0	0	0	2	0	4	5	5	1	4	4	2	3	3	2	5	3	3	1	3	3	3	2	1	5	3	3	2	2	4	1	1	1	1	1	4	1	3	2	3	2	2	0	3	2	3	0	4	4	2	1	1	0	2	2	1	3	6	3	3	29	24	87	10	19	58	5
417	4	6	4	4	5	4	0	2	0	0	0	0	1	1	2	0	1	2	0	1	1	1	0	0	0	0	1	1	0	1	3	3	4	2	4	2	3	3	3	0	0	0	0	0	0	2	4	1	5	1	4	4	2	4	2	3	5	5	5	1	1	2	4	4	1	4	1	4	2	4	1	2	5	2	1	2	4	4	5	1	4	4	3	0	4	1	2	0	4	4	1	0	0	0	2	0	0	4	NA	4	4	33	28	96	17	25	54	2
